segment_id,osm_id,highway,name,ref,elevation,slope,curvature,distance_to_drainage,land_cover_class,susceptibility_score,risk_tier,model_version
83688773_00_017,83688773,tertiary,,,1789.64306640625,24.42193031311035,0.0,287.1755640555846,tree_cover,0.28702320101392975,low,random_forest-extended-v1-20260902
83698799_00_000,83698799,trunk,,NH710,1921.763427734375,31.818418502807617,0.010064792819321156,461.03258318625336,tree_cover,0.5721375305792845,moderate,random_forest-extended-v1-20260902
83698799_00_001,83698799,trunk,,NH710,2004.2515869140625,33.34023666381836,0.02624599263072014,498.256578424176,tree_cover,0.5837927908752729,moderate,random_forest-extended-v1-20260902
83698799_00_002,83698799,trunk,,NH710,1960.4239501953125,33.38919448852539,-0.023661596700549126,441.2445525642225,tree_cover,0.5857433022541929,moderate,random_forest-extended-v1-20260902
83698799_00_003,83698799,trunk,,NH710,1888.3216552734375,32.97571563720703,0.07095607370138168,482.65509721155024,tree_cover,0.5871730851385512,moderate,random_forest-extended-v1-20260902
83698799_00_004,83698799,trunk,,NH710,1833.2360229492188,33.38725662231445,0.05964215472340584,525.6580215189401,tree_cover,0.6266372787460692,high,random_forest-extended-v1-20260902
83698799_00_005,83698799,trunk,,NH710,1865.1690673828125,33.59994888305664,0.07626844197511673,623.3324202736162,tree_cover,0.6125896245074499,high,random_forest-extended-v1-20260902
83698799_00_006,83698799,trunk,,NH710,1827.1390991210938,34.00037384033203,0.037990644574165344,673.1707236377847,tree_cover,0.6149862507083778,high,random_forest-extended-v1-20260902
83698799_00_007,83698799,trunk,,NH710,1717.9080200195312,33.91228485107422,0.0946463793516159,625.0342197078971,tree_cover,0.6345316481361867,high,random_forest-extended-v1-20260902
83698799_00_008,83698799,trunk,,NH710,1725.9129638671875,30.2155818939209,-0.0031587081030011177,536.0681018403303,tree_cover,0.5697711741508581,moderate,random_forest-extended-v1-20260902
83698799_00_009,83698799,trunk,,NH710,1715.064697265625,30.52239990234375,-0.04804107919335365,383.5170421109049,tree_cover,0.5579442642785392,moderate,random_forest-extended-v1-20260902
83698799_00_010,83698799,trunk,,NH710,1670.881591796875,26.54935073852539,0.08614658564329147,536.0681018403303,tree_cover,0.4544304813021429,moderate,random_forest-extended-v1-20260902
83698799_00_011,83698799,trunk,,NH710,1595.0701904296875,25.533174514770508,0.06380590796470642,615.0941847487371,tree_cover,0.3956366608843284,low,random_forest-extended-v1-20260902
83698799_00_012,83698799,trunk,,NH710,1497.083740234375,24.922462463378906,0.08801309764385223,691.2414513924261,tree_cover,0.33962980194019704,low,random_forest-extended-v1-20260902
83698799_00_013,83698799,trunk,,NH710,1449.556640625,24.771991729736328,0.07789087295532227,705.2442414206383,tree_cover,0.34079794518224926,low,random_forest-extended-v1-20260902
83698799_00_014,83698799,trunk,,NH710,1442.6580810546875,24.45387840270996,0.05467436835169792,695.533013824916,tree_cover,0.3256914039038475,low,random_forest-extended-v1-20260902
83699325_00_000,83699325,secondary,,SH,1787.1148071289062,31.074642181396484,0.05823509395122528,309.95656361374915,tree_cover,0.5562637867196746,moderate,random_forest-extended-v1-20260902
83699325_00_001,83699325,secondary,,SH,1872.0679931640625,31.95490074157715,-0.039225414395332336,268.82588145153073,tree_cover,0.5666308769170297,moderate,random_forest-extended-v1-20260902
83699325_00_002,83699325,secondary,,SH,1790.125,31.961685180664062,-0.0825427919626236,170.02041587784976,tree_cover,0.5604690258652024,moderate,random_forest-extended-v1-20260902
83699325_00_003,83699325,secondary,,SH,1764.4979248046875,29.394664764404297,-0.06664873659610748,157.02203972719624,tree_cover,0.48061621538711524,moderate,random_forest-extended-v1-20260902
83699325_00_004,83699325,secondary,,SH,1702.204345703125,28.975540161132812,0.0028859106823801994,130.39970636758034,tree_cover,0.49992985915107385,moderate,random_forest-extended-v1-20260902
83699325_00_005,83699325,secondary,,SH,1689.6856079101562,29.497589111328125,-0.00331664364784956,145.79130384196088,tree_cover,0.49721153141890073,moderate,random_forest-extended-v1-20260902
83699325_00_006,83699325,secondary,,SH,1706.6722412109375,31.23089027404785,0.010854469612240791,130.39970636758034,tree_cover,0.5784316469700307,moderate,random_forest-extended-v1-20260902
83699325_00_007,83699325,secondary,,SH,1598.041748046875,31.482742309570312,-0.010466810315847397,145.79130384196088,tree_cover,0.5751408740571756,moderate,random_forest-extended-v1-20260902
83699325_00_008,83699325,secondary,,SH,1542.3071899414062,32.376075744628906,-0.0696638748049736,145.79130384196088,tree_cover,0.5856709674352194,moderate,random_forest-extended-v1-20260902
83699325_00_009,83699325,secondary,,SH,1631.6630859375,31.92477035522461,0.030711259692907333,262.4243469155296,tree_cover,0.594658260098737,moderate,random_forest-extended-v1-20260902
83699325_00_010,83699325,secondary,,SH,1555.1962890625,32.58930969238281,0.0040776049718260765,249.128289212088,tree_cover,0.6143902916686943,high,random_forest-extended-v1-20260902
83699325_00_011,83699325,secondary,,SH,1447.503173828125,33.84324264526367,0.03661229833960533,276.619549911752,tree_cover,0.6197910373782255,high,random_forest-extended-v1-20260902
83699325_00_012,83699325,secondary,,SH,1461.9924926757812,30.870040893554688,0.1043953076004982,437.3739115258827,tree_cover,0.5575926717779903,moderate,random_forest-extended-v1-20260902
83699325_00_013,83699325,secondary,,SH,1386.5711669921875,28.643985748291016,0.10303131490945816,471.06611918158865,tree_cover,0.45013089392146727,moderate,random_forest-extended-v1-20260902
83699325_00_014,83699325,secondary,,SH,1372.277587890625,27.037738800048828,0.09358391165733337,496.54728838338445,tree_cover,0.38163187379097263,low,random_forest-extended-v1-20260902
83699325_00_015,83699325,secondary,,SH,1304.6405639648438,27.371501922607422,0.07579463720321655,470.1628276137589,tree_cover,0.4298509738991683,moderate,random_forest-extended-v1-20260902
83699325_00_016,83699325,secondary,,SH,1313.49169921875,28.877897262573242,0.10564443469047546,437.3739115258827,tree_cover,0.45682741267346405,moderate,random_forest-extended-v1-20260902
83699325_00_017,83699325,secondary,,SH,1311.9448852539062,33.231529235839844,0.024810217320919037,264.0392812160338,tree_cover,0.6098187115419177,high,random_forest-extended-v1-20260902
83699325_00_018,83699325,secondary,,SH,1327.2161865234375,34.95100021362305,-0.030208736658096313,204.10782537874525,tree_cover,0.5956519102862369,high,random_forest-extended-v1-20260902
83699325_00_019,83699325,secondary,,SH,1399.7691040039062,34.27587890625,-0.06954900920391083,145.79130384196088,tree_cover,0.58797378093973,moderate,random_forest-extended-v1-20260902
83700088_00_000,83700088,trunk,,NH510,501.4418182373047,27.540531158447266,-0.05469590425491333,204.10782537874525,tree_cover,0.4340659034558205,moderate,random_forest-extended-v1-20260902
83700088_00_001,83700088,trunk,,NH510,490.9266662597656,27.601028442382812,-0.060187749564647675,186.70396624747931,tree_cover,0.460067301052332,moderate,random_forest-extended-v1-20260902
83700088_00_002,83700088,trunk,,NH510,439.56956481933594,27.06351089477539,-0.10351589322090149,164.94403133548627,tree_cover,0.4529471343476023,moderate,random_forest-extended-v1-20260902
83700088_00_003,83700088,trunk,,NH510,429.5240173339844,26.737030029296875,-0.10343333333730698,145.79130384196088,tree_cover,0.4622006362531355,moderate,random_forest-extended-v1-20260902
83700088_00_004,83700088,trunk,,NH510,446.3893127441406,27.319683074951172,-0.07072634994983673,164.94403133548627,tree_cover,0.4752365787050882,moderate,random_forest-extended-v1-20260902
83700092_00_000,83700092,trunk,Sirwani Bridge,NH510,436.7451171875,25.989599227905273,-0.08145159482955933,145.79130384196088,tree_cover,0.4492567972046296,moderate,random_forest-extended-v1-20260902
83700095_00_000,83700095,trunk,,NH510,426.7720031738281,24.495452880859375,-0.08658450096845627,130.39970636758034,tree_cover,0.3715878966087742,low,random_forest-extended-v1-20260902
83700095_00_001,83700095,trunk,,NH510,439.87939453125,24.34808921813965,-0.12087801843881607,164.94403133548627,tree_cover,0.3247993578915973,low,random_forest-extended-v1-20260902
83700095_00_002,83700095,trunk,,NH510,450.23602294921875,26.386112213134766,-0.08856227993965149,145.79130384196088,tree_cover,0.47347030533144097,moderate,random_forest-extended-v1-20260902
83700095_00_003,83700095,trunk,,NH510,442.94020080566406,27.792160034179688,-0.05392058566212654,145.79130384196088,tree_cover,0.5066570897133851,moderate,random_forest-extended-v1-20260902
83700095_00_004,83700095,trunk,,NH510,418.58567810058594,26.236984252929688,-0.08877764642238617,145.79130384196088,tree_cover,0.4751050634995549,moderate,random_forest-extended-v1-20260902
83700095_00_005,83700095,trunk,,NH510,423.626953125,26.03790855407715,-0.12504176795482635,157.02203972719624,tree_cover,0.4391097940877622,moderate,random_forest-extended-v1-20260902
83700973_00_000,83700973,trunk,,NH310,1828.9366455078125,23.699159622192383,0.04588741436600685,542.3750023544552,tree_cover,0.23762928565962715,low,random_forest-extended-v1-20260902
83700973_00_001,83700973,trunk,,NH310,1795.134765625,24.151235580444336,0.016310419887304306,499.1090282834049,tree_cover,0.24976763604759605,low,random_forest-extended-v1-20260902
83700973_00_002,83700973,trunk,,NH310,1792.7969360351562,23.974729537963867,-0.008284430019557476,438.344776009123,tree_cover,0.2636901657493684,low,random_forest-extended-v1-20260902
83700973_00_003,83700973,trunk,,NH310,1774.2330322265625,27.028575897216797,-0.032850563526153564,206.18003916935783,tree_cover,0.4068710247927946,low,random_forest-extended-v1-20260902
83701553_00_000,83701553,trunk,North Sikkim Highway,NH310A,1509.831787109375,32.39412307739258,0.029663141816854477,496.54728838338445,tree_cover,0.6277193641306288,high,random_forest-extended-v1-20260902
83701553_00_001,83701553,trunk,North Sikkim Highway,NH310A,1560.2176513671875,33.84568786621094,0.025427600368857384,495.690433062667,tree_cover,0.6407027201011493,high,random_forest-extended-v1-20260902
83701553_00_002,83701553,trunk,North Sikkim Highway,NH310A,1604.76513671875,35.095706939697266,-0.027911493554711342,461.03258318625336,tree_cover,0.6350610203027578,high,random_forest-extended-v1-20260902
83701553_00_003,83701553,trunk,North Sikkim Highway,NH310A,1536.8079833984375,36.667850494384766,0.046145856380462646,598.2774908074114,tree_cover,0.6529335339477389,high,random_forest-extended-v1-20260902
83701553_00_004,83701553,trunk,North Sikkim Highway,NH310A,1428.8923950195312,35.918827056884766,0.08910428732633591,756.9924776900458,tree_cover,0.6312265025394277,high,random_forest-extended-v1-20260902
83701553_00_005,83701553,trunk,North Sikkim Highway,NH310A,1377.1554565429688,34.97301483154297,0.09770458936691284,782.9411935245209,tree_cover,0.6319912184842241,high,random_forest-extended-v1-20260902
83701553_00_006,83701553,trunk,North Sikkim Highway,NH310A,1358.6317138671875,33.441261291503906,0.1006479263305664,730.7039204846151,tree_cover,0.6004941541308423,high,random_forest-extended-v1-20260902
83701553_00_007,83701553,trunk,North Sikkim Highway,NH310A,1353.457763671875,29.734447479248047,0.03402790054678917,528.0785624320677,tree_cover,0.4456242753856807,moderate,random_forest-extended-v1-20260902
83701553_00_008,83701553,trunk,North Sikkim Highway,NH310A,1353.3402099609375,24.503559112548828,-0.0110554788261652,262.4243469155296,tree_cover,0.2959890774942203,low,random_forest-extended-v1-20260902
83701553_00_009,83701553,trunk,North Sikkim Highway,NH310A,1334.77099609375,21.899349212646484,-0.06443765014410019,164.94403133548627,tree_cover,0.3046155249401359,low,random_forest-extended-v1-20260902
83701553_00_010,83701553,trunk,North Sikkim Highway,NH310A,1311.9171142578125,21.809223175048828,-0.09085593372583389,92.20651663725067,tree_cover,0.4071712027082921,low,random_forest-extended-v1-20260902
83701553_00_011,83701553,trunk,North Sikkim Highway,NH310A,1307.879638671875,22.07965087890625,-0.025958837941288948,174.94956461035306,tree_cover,0.31511253054672195,low,random_forest-extended-v1-20260902
83701553_00_012,83701553,trunk,North Sikkim Highway,NH310A,1286.221435546875,23.70680809020996,0.03847881034016609,260.7994127351607,tree_cover,0.3065542030346211,low,random_forest-extended-v1-20260902
83701553_00_013,83701553,trunk,North Sikkim Highway,NH310A,1241.4158935546875,26.075302124023438,-0.024953795596957207,332.4553236675307,tree_cover,0.39891157259284554,low,random_forest-extended-v1-20260902
83701553_00_014,83701553,trunk,North Sikkim Highway,NH310A,1173.045166015625,26.46600341796875,-0.07141552120447159,291.58260768392176,tree_cover,0.3032733291180012,low,random_forest-extended-v1-20260902
83701553_00_015,83701553,trunk,North Sikkim Highway,NH310A,1218.2164306640625,25.929656982421875,-0.014242902398109436,249.128289212088,tree_cover,0.35416587870903093,low,random_forest-extended-v1-20260902
83701553_00_016,83701553,trunk,North Sikkim Highway,NH310A,1179.905029296875,25.029491424560547,-0.04558590054512024,105.13160430378801,tree_cover,0.3852792944287249,low,random_forest-extended-v1-20260902
83701553_00_017,83701553,trunk,North Sikkim Highway,NH310A,1153.0642700195312,24.339092254638672,-0.0026561864651739597,145.79130384196088,tree_cover,0.272800114460466,low,random_forest-extended-v1-20260902
83701553_00_018,83701553,trunk,North Sikkim Highway,NH310A,1106.207275390625,23.554954528808594,-0.006963515654206276,195.5995595513705,tree_cover,0.22463519616701874,low,random_forest-extended-v1-20260902
83701553_00_019,83701553,trunk,North Sikkim Highway,NH310A,1089.4808959960938,22.605438232421875,-0.03718660771846771,275.0784819325981,tree_cover,0.2288555504903116,low,random_forest-extended-v1-20260902
83701553_00_020,83701553,trunk,North Sikkim Highway,NH310A,1106.272705078125,22.307687759399414,-0.06960644572973251,287.1755640555846,tree_cover,0.2024349194059989,low,random_forest-extended-v1-20260902
83701553_00_021,83701553,trunk,North Sikkim Highway,NH310A,1038.4405517578125,22.219356536865234,-0.047265760600566864,227.73329671633672,tree_cover,0.18568652753718495,low,random_forest-extended-v1-20260902
83701553_00_022,83701553,trunk,North Sikkim Highway,NH310A,998.439697265625,24.188007354736328,-0.026346497237682343,170.02041587784976,tree_cover,0.21708218812625701,low,random_forest-extended-v1-20260902
83701553_00_023,83701553,trunk,North Sikkim Highway,NH310A,1003.097412109375,25.508468627929688,-0.02888782136142254,184.41303327450134,tree_cover,0.2597657213834285,low,random_forest-extended-v1-20260902
83701553_00_024,83701553,trunk,North Sikkim Highway,NH310A,959.69140625,24.3901309967041,-0.008119315840303898,174.94956461035306,tree_cover,0.22023915573797637,low,random_forest-extended-v1-20260902
83701553_00_025,83701553,trunk,North Sikkim Highway,NH310A,962.4880065917969,23.284442901611328,-0.029060114175081253,186.70396624747931,tree_cover,0.20771467949338698,low,random_forest-extended-v1-20260902
83701553_00_026,83701553,trunk,North Sikkim Highway,NH310A,929.7224426269531,23.804279327392578,-0.026454180479049683,170.02041587784976,tree_cover,0.2180477010831425,low,random_forest-extended-v1-20260902
83701553_00_027,83701553,trunk,North Sikkim Highway,NH310A,887.4150390625,25.218935012817383,-0.07304512709379196,170.02041587784976,tree_cover,0.24006476411354935,low,random_forest-extended-v1-20260902
83701553_00_028,83701553,trunk,North Sikkim Highway,NH310A,863.5950622558594,27.125661849975586,-0.05653369799256325,206.18003916935783,tree_cover,0.2846297262325219,low,random_forest-extended-v1-20260902
83701553_00_029,83701553,trunk,North Sikkim Highway,NH310A,807.9674072265625,30.262216567993164,-0.1069868803024292,174.94956461035306,tree_cover,0.4679899008273176,moderate,random_forest-extended-v1-20260902
83702523_00_000,83702523,trunk,North Sikkim Highway,NH310A,804.1819458007812,27.700536727905273,-0.10678587108850479,130.39970636758034,tree_cover,0.361960609635771,low,random_forest-extended-v1-20260902
83702523_00_001,83702523,trunk,North Sikkim Highway,NH310A,838.4381713867188,26.21530532836914,-0.12662112712860107,145.79130384196088,tree_cover,0.3096278746961196,low,random_forest-extended-v1-20260902
83702523_00_002,83702523,trunk,North Sikkim Highway,NH310A,833.9341430664062,28.18498992919922,-0.13562344014644623,145.79130384196088,tree_cover,0.3600955493761472,low,random_forest-extended-v1-20260902
83702523_00_003,83702523,trunk,North Sikkim Highway,NH310A,875.334228515625,26.32505989074707,-0.12955011427402496,145.79130384196088,tree_cover,0.30460305254591,low,random_forest-extended-v1-20260902
83702523_00_004,83702523,trunk,North Sikkim Highway,NH310A,870.8958129882812,27.318828582763672,-0.13470454514026642,145.79130384196088,tree_cover,0.31792306579219654,low,random_forest-extended-v1-20260902
83702523_00_005,83702523,trunk,North Sikkim Highway,NH310A,907.3472290039062,28.045368194580078,-0.13206271827220917,170.02041587784976,tree_cover,0.3611824858807495,low,random_forest-extended-v1-20260902
83702523_00_006,83702523,trunk,North Sikkim Highway,NH310A,941.2379150390625,27.69219207763672,-0.1139862909913063,184.41303327450134,tree_cover,0.3570124051279785,low,random_forest-extended-v1-20260902
83702523_00_007,83702523,trunk,North Sikkim Highway,NH310A,966.3477783203125,27.431930541992188,-0.11089219152927399,208.22162388846692,tree_cover,0.29923941290475786,low,random_forest-extended-v1-20260902
83703203_00_000,83703203,trunk,North Sikkim Highway,NH310A,1102.7432861328125,27.382261276245117,0.05128593370318413,287.1755640555846,tree_cover,0.32134134480423143,low,random_forest-extended-v1-20260902
83703203_00_001,83703203,trunk,North Sikkim Highway,NH310A,1162.7227783203125,23.455856323242188,0.0006460993899963796,227.73329671633672,tree_cover,0.24459168544929943,low,random_forest-extended-v1-20260902
83703203_00_002,83703203,trunk,North Sikkim Highway,NH310A,1161.2257080078125,21.906856536865234,-0.04829952120780945,145.79130384196088,tree_cover,0.2494292544832489,low,random_forest-extended-v1-20260902
83704268_00_000,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,432.8166961669922,23.5135498046875,-0.11671426892280579,164.94403133548627,tree_cover,0.27627691194039944,low,random_forest-extended-v1-20260902
83704268_00_001,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,450.7451629638672,23.157878875732422,-0.07018075883388519,170.02041587784976,tree_cover,0.2664659143829154,low,random_forest-extended-v1-20260902
83704268_00_002,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,509.55706787109375,23.939821243286133,-0.06621082872152328,291.58260768392176,tree_cover,0.24783278407604772,low,random_forest-extended-v1-20260902
83704268_00_003,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,594.2376403808594,25.96595001220703,-0.011823618784546852,488.7815177168158,tree_cover,0.33749148287400343,low,random_forest-extended-v1-20260902
83704268_00_004,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,632.3179321289062,24.46842384338379,0.027380255982279778,474.66209594294867,tree_cover,0.26353042177737823,low,random_forest-extended-v1-20260902
83704268_00_005,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,708.7356567382812,24.45486831665039,0.010710892267525196,615.0941847487371,tree_cover,0.23092823849530775,low,random_forest-extended-v1-20260902
83704268_00_006,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,776.6135559082031,24.10739517211914,0.010129403322935104,664.9106473350614,tree_cover,0.24476613559013088,low,random_forest-extended-v1-20260902
83704268_00_007,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,873.6273193359375,22.555925369262695,0.018866103142499924,743.3927032022933,tree_cover,0.31357687159768616,low,random_forest-extended-v1-20260902
83704268_00_008,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,931.9232788085938,22.20030975341797,-0.012965060770511627,787.812823491353,tree_cover,0.2934298189241358,low,random_forest-extended-v1-20260902
83704268_00_009,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1015.9765625,24.30605697631836,0.018866103142499924,782.398238205482,tree_cover,0.32330416058150113,low,random_forest-extended-v1-20260902
83704268_00_010,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1060.761474609375,22.788562774658203,-0.01002171915024519,557.0677897964563,tree_cover,0.22700740772453581,low,random_forest-extended-v1-20260902
83704268_00_011,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1138.49072265625,24.579254150390625,-0.029074473306536674,553.239099823504,tree_cover,0.24913834911251864,low,random_forest-extended-v1-20260902
83704268_00_012,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1177.0125732421875,26.421262741088867,0.039282843470573425,629.4403416555871,tree_cover,0.33704899239135927,low,random_forest-extended-v1-20260902
83704268_00_013,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1124.3470458984375,28.257041931152344,-0.08702240884304047,590.4097815292349,tree_cover,0.3754874758763478,low,random_forest-extended-v1-20260902
83704268_00_014,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1166.131103515625,29.422622680664062,-0.05599528178572655,758.1147799781967,tree_cover,0.39866427133984367,low,random_forest-extended-v1-20260902
83704268_00_015,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1236.622314453125,27.02736473083496,0.0033310013823211193,770.3521995712193,tree_cover,0.39352334068619466,low,random_forest-extended-v1-20260902
83704268_00_016,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1300.4107666015625,21.256858825683594,0.05516253039240837,721.9246199195753,tree_cover,0.30920955853605075,low,random_forest-extended-v1-20260902
83704268_00_017,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1320.8709716796875,20.968278884887695,0.05516253039240837,745.1062499318642,tree_cover,0.30688047389987694,low,random_forest-extended-v1-20260902
83704268_00_018,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1358.9590454101562,20.994644165039062,0.05600963905453682,776.3985814423086,tree_cover,0.31862750033643533,low,random_forest-extended-v1-20260902
83704268_00_019,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1421.9849853515625,19.899381637573242,0.022800130769610405,746.8158649899173,tree_cover,0.3026690577898736,low,random_forest-extended-v1-20260902
83704268_00_020,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1444.250732421875,21.917200088500977,0.03434377163648605,721.9246199195753,tree_cover,0.3516794258088911,low,random_forest-extended-v1-20260902
83704268_00_021,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1445.5216064453125,23.640968322753906,-0.000172293177456595,601.1129450369226,tree_cover,0.2846978265088558,low,random_forest-extended-v1-20260902
83704268_00_022,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1438.540283203125,24.165599822998047,-0.02762433886528015,406.1275774695512,tree_cover,0.29435676418906287,low,random_forest-extended-v1-20260902
83704268_00_023,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1443.93896484375,25.91739273071289,-0.06558626890182495,210.26320860757602,tree_cover,0.3650337369362648,low,random_forest-extended-v1-20260902
83704268_00_024,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1404.4166259765625,24.02044677734375,-0.05151565745472908,130.39970636758034,tree_cover,0.37038863332179855,low,random_forest-extended-v1-20260902
83704268_00_025,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1431.386474609375,25.432172775268555,-0.05180281400680542,120.22258900738453,tree_cover,0.43632249296839726,moderate,random_forest-extended-v1-20260902
83704268_00_026,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1384.71728515625,24.819520950317383,-0.10171040147542953,116.63304307356871,tree_cover,0.41372297226583815,low,random_forest-extended-v1-20260902
83704268_00_027,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1352.1736450195312,24.375898361206055,-0.09694363176822662,293.03689405055025,tree_cover,0.29389055602408326,low,random_forest-extended-v1-20260902
83704268_00_028,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1402.636474609375,22.361528396606445,-0.007896770723164082,437.3739115258827,tree_cover,0.294318379248462,low,random_forest-extended-v1-20260902
83704268_00_029,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1381.0654296875,18.133312225341797,-0.012060522101819515,424.5506851483841,tree_cover,0.2589308211183118,low,random_forest-extended-v1-20260902
83704268_00_030,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1401.0590209960938,16.922584533691406,-0.002785406308248639,268.82588145153073,tree_cover,0.2768489160528918,low,random_forest-extended-v1-20260902
83704268_00_031,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1435.2068481445312,12.444921493530273,-0.038636744022369385,130.39970636758034,tree_cover,0.1973442566127895,low,random_forest-extended-v1-20260902
83704268_00_032,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1467.81396484375,13.183862686157227,-0.0718175396323204,105.13160430378801,tree_cover,0.22134295251739103,low,random_forest-extended-v1-20260902
83704268_00_033,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1502.243896484375,17.801551818847656,-0.11885357648134232,123.70802350161468,tree_cover,0.292560564048723,low,random_forest-extended-v1-20260902
83704268_00_034,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1505.228515625,24.830604553222656,-0.06389205157756805,212.27534257419205,tree_cover,0.3226497697657681,low,random_forest-extended-v1-20260902
83704268_00_035,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1474.06396484375,27.28021812438965,-0.0070783779956400394,351.11195479568335,tree_cover,0.43125059938795934,moderate,random_forest-extended-v1-20260902
83704268_00_036,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1470.6082153320312,29.425945281982422,-0.03352538123726845,360.66776702215355,tree_cover,0.46816961194986256,moderate,random_forest-extended-v1-20260902
83704268_00_037,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1566.6181640625,34.99142837524414,0.03526267036795616,389.01971986608265,tree_cover,0.6431516615132045,high,random_forest-extended-v1-20260902
83704268_00_038,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1686.8395385742188,37.214881896972656,0.10443837940692902,501.65768670191557,tree_cover,0.6423712209530463,high,random_forest-extended-v1-20260902
83704268_00_039,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1586.6320190429688,40.03767395019531,0.07715862989425659,468.80265372564065,tree_cover,0.6282667479320253,high,random_forest-extended-v1-20260902
83704268_00_040,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1596.1031494140625,36.0448112487793,0.16066338121891022,430.5165609894557,tree_cover,0.6339147944424373,high,random_forest-extended-v1-20260902
83704268_00_041,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1588.297119140625,29.390981674194336,0.12832969427108765,392.284278244487,tree_cover,0.49683130083720956,moderate,random_forest-extended-v1-20260902
83704268_00_042,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1585.6531982421875,24.706920623779297,0.06389205157756805,340.0408317556995,tree_cover,0.2870100444722942,low,random_forest-extended-v1-20260902
83704268_00_043,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1621.9454345703125,22.97750473022461,0.08465337753295898,291.58260768392176,tree_cover,0.2760447245802847,low,random_forest-extended-v1-20260902
83704268_00_044,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1611.927490234375,21.226486206054688,0.0499650202691555,268.82588145153073,tree_cover,0.2573443767336147,low,random_forest-extended-v1-20260902
83704268_00_045,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1549.6788330078125,20.062726974487305,0.029103189706802368,291.58260768392176,tree_cover,0.26707230114243247,low,random_forest-extended-v1-20260902
83704268_00_046,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1512.15625,18.454030990600586,-0.013209143653512001,291.58260768392176,tree_cover,0.2662371304386704,low,random_forest-extended-v1-20260902
83704268_00_047,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1514.0767822265625,18.477693557739258,-0.020646465942263603,262.4243469155296,tree_cover,0.2666996983181169,low,random_forest-extended-v1-20260902
83704268_00_048,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1473.5584106445312,17.733871459960938,-0.0008183926111087203,268.82588145153073,tree_cover,0.2877761088309959,low,random_forest-extended-v1-20260902
83704268_00_049,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1406.4095458984375,17.142475128173828,0.007379890885204077,386.2683809884938,tree_cover,0.25924619452061237,low,random_forest-extended-v1-20260902
83704268_00_050,83704268,primary,Rannipool - Rumtek - Sirwani Road,SH1,1344.82763671875,19.99297332763672,0.012003091163933277,373.40793249495863,tree_cover,0.24925488691392578,low,random_forest-extended-v1-20260902
