lat,lon,mfi,r_factor,mean_annual_rainfall_mm
27.786,95.599,393.14,1487.38,3043.3
27.786,95.849,414.26,1575.48,3207.6
27.786,96.099,437.4,1671.96,3338.3
28.036,89.599,144.03,448.62,1268.7
28.036,89.849,191.43,646.26,1727.4
28.036,90.099,181.9,606.51,1733.8
28.036,90.349,116.06,331.97,980.2
28.036,90.599,108.29,299.59,872.1
28.036,90.849,148.51,467.28,1126.2
28.036,91.099,244.41,867.18,2628.5
28.036,91.349,184.32,616.6,1568.7
28.036,91.599,178.66,593.01,1513.3
28.036,91.849,147.29,462.19,1370.2
28.036,92.099,137.53,421.52,910.6
28.036,92.349,105.59,288.32,628.2
28.036,92.599,177.28,587.27,953.2
28.036,92.849,511.79,1982.17,5781.2
28.036,93.099,537.24,2088.27,4573.6
28.036,93.349,510.35,1976.15,3928.4
28.036,93.599,549.91,2141.14,4559.3
28.036,93.849,460.3,1767.45,3844.0
28.036,94.099,381.44,1438.62,3312.1
28.036,94.349,556.31,2167.83,4083.6
28.036,94.599,527.63,2048.23,4144.1
28.036,94.849,510.94,1978.64,4178.2
28.036,95.099,538.06,2091.7,4607.6
28.036,95.349,464.6,1785.36,3743.5
28.036,95.599,478.42,1843.0,3906.4
28.036,95.849,441.05,1687.18,3302.2
28.036,96.099,483.2,1862.95,3333.5
