lat,lon,mfi,r_factor,mean_annual_rainfall_mm
28.801,93.196,148.95,469.11,1125.8
28.801,93.446,149.08,469.66,1201.1
28.801,93.696,208.7,718.27,1948.2
28.801,93.946,247.95,881.95,2178.3
28.801,94.196,348.44,1301.01,3830.7
28.801,94.446,427.2,1629.42,3267.7
28.801,94.696,907.73,3633.22,8638.5
28.801,94.946,517.28,2005.04,4566.4
28.801,95.196,522.93,2028.6,4859.8
28.801,95.446,549.23,2138.27,4856.8
28.801,95.696,489.87,1890.75,4767.1
28.801,95.946,388.08,1466.29,3918.5
28.801,96.196,326.87,1211.06,2894.0
28.801,96.446,249.03,886.45,2256.7
28.801,96.696,331.51,1230.4,2887.7
28.801,96.946,203.11,694.99,1941.1
28.801,97.196,196.3,666.57,1974.3
28.801,97.446,185.1,619.87,1775.7
29.051,91.446,163.33,529.1,893.6
29.051,91.696,130.44,391.95,765.0
29.051,91.946,162.51,525.67,958.4
29.051,92.196,131.41,395.96,866.9
29.051,92.446,161.1,519.8,1283.5
29.051,92.696,108.53,300.56,777.9
29.051,92.946,121.8,355.92,914.9
29.051,93.196,138.02,423.56,995.0
29.051,93.446,179.85,597.98,1351.5
29.051,93.696,148.17,465.85,1297.0
29.051,93.946,173.55,571.71,1325.8
29.051,94.196,293.78,1073.06,3332.7
29.051,94.446,445.67,1706.44,4274.1
29.051,94.696,583.99,2283.25,5816.5
29.051,94.946,515.79,1998.84,4813.2
29.051,95.196,480.35,1851.07,4105.3
29.051,95.446,448.8,1719.49,4186.5
29.051,95.696,418.88,1594.72,4085.5
29.051,95.946,308.4,1134.02,3087.4
29.051,96.196,270.04,974.05,2594.6
29.051,96.446,211.56,730.22,1970.3
29.051,96.696,171.47,563.01,1700.5
29.051,96.946,226.62,793.01,2146.3
29.051,97.196,146.42,458.58,1395.7
29.051,97.446,141.81,439.35,1410.3
29.301,91.446,135.79,414.26,734.4
29.301,91.696,117.18,336.64,684.7
29.301,91.946,134.32,408.12,849.5
29.301,92.196,118.53,342.28,800.9
29.301,92.446,142.75,443.28,1005.5
29.301,92.696,174.64,576.25,1213.0
29.301,92.946,134.66,409.54,979.6
29.301,93.196,128.03,381.87,947.6
29.301,93.446,139.28,428.79,1143.3
29.301,93.696,192.18,649.41,1406.7
29.301,93.946,149.57,471.7,1370.0
29.301,94.196,155.73,497.37,1475.3
29.301,94.446,226.12,790.91,2238.2
29.301,94.696,305.76,1123.02,2844.9
29.301,94.946,574.85,2245.14,5998.0
29.301,95.196,311.54,1147.14,3150.4
29.301,95.446,373.71,1406.37,3323.3
29.301,95.696,316.56,1168.05,3069.8
29.301,95.946,302.97,1111.38,3239.8
29.301,96.196,201.27,687.28,1997.7
29.301,96.446,187.25,628.84,1941.1
29.301,96.696,139.72,430.63,1430.7
29.301,96.946,122.85,360.3,1240.1
29.301,97.196,127.81,380.96,1226.3
29.301,97.446,117.3,337.14,1127.3
29.551,91.446,154.44,492.01,966.4
29.551,91.696,154.38,491.76,926.0
29.551,91.946,120.29,349.59,792.1
29.551,92.196,138.0,423.45,915.0
29.551,92.446,125.25,370.31,836.2
29.551,92.696,137.12,419.8,922.2
29.551,92.946,142.39,441.76,1021.0
29.551,93.196,163.43,529.5,1158.3
29.551,93.446,138.24,424.45,1097.3
29.551,93.696,143.13,444.86,1038.6
29.551,93.946,140.85,435.34,1246.2
29.551,94.196,139.26,428.7,1175.2
29.551,94.446,131.29,395.46,1221.8
29.551,94.696,224.11,782.56,1918.6
29.551,94.946,264.6,951.37,2452.0
29.551,95.196,458.68,1760.7,4744.4
29.551,95.446,273.77,989.63,3115.8
29.551,95.696,264.18,949.63,2654.1
29.551,95.946,220.02,765.5,2337.2
29.551,96.196,175.28,578.9,1823.6
29.551,96.446,144.07,448.77,1420.3
29.551,96.696,109.11,302.97,1047.6
29.551,96.946,98.75,259.8,920.4
29.551,97.196,96.48,250.32,803.4
29.551,97.446,92.78,234.89,695.3
