Sl_No,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History
323,ASM/DH/83G4/2016/29,Assam,Dima Hasao,Haflong-Jatinga road section slide-04,Haflong  town,25.157139,93.017194,Debris,Slide,
324,AS/NC/83C16/2009-10/AS-4,Assam,Dima Hasao,Mailongdisa-Harangajao slide,Between Mailongdisa and Harangajao Railway stations. CHainage:128.400 km to 128.600 km,25.121,92.915028,Debris,Slide,
325,AS/DIM/83G07/2017/64,Assam,Dima Hasao,Digarkaro Phaipha Slide No.2,Digarkaro-Phaipha road section.,25.328139,93.334056,Rock cum debris,Slide,
326,AS/DIH/83G08/2020/25,Assam,Dima Hasao, ,Laisong Bazar to Hejaichak  road,25.21,93.31,Debris,Slide,
327,ASM/DH/83G4/2016/17,Assam,Dima Hasao,"Near and below Assam rifles camp, Boro Haflong-3","Boro Haflong, Haflong",25.140417,93.020389,Debris,Slide,
328,AS/SON/83B09/2018/9,Assam,Sonitpur,Dopdopi slide-2,Dopdopi,26.93855,92.70336,Debris,Slide,
329,AS/KAR/83F10/2018/1,Assam,Karbi Anglong,Numaligarh-Bokaghat road.,"Arlongchuhu temple area, KekangAdong.",26.57447,93.66297,Soil,Slide,
330,AS/DIM/83G07/2017/56,Assam,Dima Hasao,Daoblibdisa market slide No.2,Near Daoblibdisa market,25.436694,93.402944,Soil,Slide,
331,ASM/WKA/83C09/2016/26,Assam,West Karbi Anglong,Umpu,"SH-18, S of Umpu",25.75933,92.52258,Earth cum Rock,Slide,
332,ASM/DH/83C16/2016/49,Assam,Dima Hasao,NH 54 Ritzawl slide (1),"NH 54, near Ritzawl village",25.108972,92.928861,Debris,Slide,
333,AS/KAM/78O5/2020/4,Assam,Kamrup (Rural),Noth Lumpi slide,Boko-Lumpi road,25.79,91.24,Debris,Slide,
334,ASM/KRGJ/83D06/2016/61,Assam,Karimganj,Rakhalbasti,"Rakhalbasti, near Sonaicherra TG. Under Ram Krishna",24.659389,92.497361,Earth,Slide,
335,AS/DIM/83G4/2015/25,Assam,Dima Hasao,Dedaodip slide,"Dedaodip,NH-54",25.405,93.133,Earth,Slide,
336,ASM/HAI/83D10/2016/59,Assam,Hailakandi,Lalcherra Slide (Rabinala),Near Patakhouri Durga Mandir Under  Bilaipur Forest Village; Lala  Police Station,24.511306,92.693028,Debris,Slide,
337,ASM/WKA/83B08/2017/33,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.30,"Darongaon, Amsoi- Amtrang road",26.024167,92.475,Earth,Slide,
338,AS/BON/78J07/2018/1,Assam,Bongaigaon,Majhigaon landslide,Majhigaon,26.394,90.48,Rock cum debris,Slide,
339,ASM/WKA/83B08/2017/27,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.24,Amsoi- Amtrang road,26.039194,92.4595,Debris,Slide,
340,AS/KAR/83F08/2018/2,Assam,Karbi Anglong,Charbong Slide No. 2,SE of Charbong,26.056083,93.406528,Soil,Slide,
341,AS/DIH/83G08/2020/33,Assam,Dima Hasao, ,Data taken from P. Songkai to Natun Songkai road,25.07,93.29,Debris,Slide,
342,ASM/KMP/78N16/2016/63,Assam,Kamrup (Metro),Mandakini slide,"Mandakini path, Kharghuli",26.192444,91.764222,Earth,Slide,
343,AS/DIM/83G4/2015/11,Assam,Dima Hasao,Silchar road slide.,NH-54 near Jatinga.,25.118,93.014,Debris,Slide,
344,AS/DIM/83G4/2015/43,Assam,Dima Hasao,Pura-4,"Pura,NH-54",25.157,93.066,Earth,Slide,
345,AS/DIM/83G4/2015/49,Assam,Dima Hasao,Thingbhung,Near Thingbhung village,25.145,93.158,Earth,Slide,
346,AS/KAM/78N16/2015/74,Assam,Kamrup,Amchang TG-4,"Amchang Tea Garden, Towards Sonapur",26.158639,91.921889,Earth,Slide,
347,ASM/WKA/83B08/2017/37,Assam,West Karbi Anglong,Nellie-Umswai road slide No.4,Nellie - Umpanai-Umswai road,26.03275,92.271861,Debris,Slide,
348,AS/DIM/83C16/2017/02,Assam,Dima Hasao,Retzawl2,Old HaflongSilchar road,25.106956,92.991363,Debris,Slide,
349,AS/KAM/78N16/2014/03,Assam,Kamrup (Metro),Bamunimaidan,Zoo Tiniali-Narengi Road,26.17672,91.78672,Earth,Flow,
350,AS/SON/83B09/2018/13,Assam,Sonitpur,Mansiri River slide-4,Maltang,26.972889,92.632833,Debris,Slide,
351,ASM/WKA/83B08/2017/25,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.22,"~1.5 Km South-East ofTakbigang, Amsoi- Amtrang road",26.045472,92.457417,Earth,Slide,
352,ASM/NAG/83B08/2017/05,Assam,Nagaon,Amsoi-Amtrang road slide No.5,Amsoi- Amtrang road,26.110139,92.439333,Debris,Slide,
353,ASM/WKA/83C09/2016/28,Assam,West Karbi Anglong,Amtreng-1,"SH-16, East of Amtreng Market",25.98219,92.51892,Rock,Slide,
354,AS/CHR/83D09/2020/2,Assam,Cachar,Bicrampore slide-1,"Bicrampore Tea Estate, near BSF camp",24.96,92.7,Debris,Slide,
355,ASM/DH/83G4/2016/55,Assam,Dima Hasao,Nutan Lampur slide -1,"NH 54, near Nutan Lampur",25.241944,93.143194,Debris,Slide,
356,AS/DIM/83G4/2015/16,Assam,Dima Hasao,Silchar road,NH-54 near Jatinga,25.119,93.017,Earth,Slide,
357,AS/DIM/83G07/2017/49,Assam,Dima Hasao,Kepre-Koladisa-Prasadimdik  slide No.5,Kepre-Koladisa-Prasadimdik   road section,25.455333,93.374472,Debris,Slide,
358,AS/DIM/83G4/2015/56,Assam,Dima Hasao,Bara Haflong,"Bara Haflong,village.",25.139,93.025,Earth,Slide,
359,AS/DIM/83G4/2015/63,Assam,Dima Hasao,Bara-wapu village subsidence,South of Bara-wapu village on NH-54,25.188,93.066,Earth,Slide,
360,ASM/HAI/83D10/2016/03,Assam,Hailakandi,Ramchandi (Koyabasti), ,24.51594,92.54089,Earth,Slide,
361,AS/SON/83B09/2018/11,Assam,Sonitpur,Mansiri River slide-2,Maltang,26.97041,92.63436,Debris,Slide,
362,AS/CHR/83D14/2020/3,Assam,Cachar,Bishnupur Puniyar Slide,Bishnupur Puniyar,24.51,92.9,Debris,Slide,
363,AS/DIH/83G08/2020/9,Assam,Dima Hasao, ,Hejaichak to Hangrum road,25.22,93.34,Debris,Slide,
364,ASM/KMP/78N16/2016/64,Assam,Kamrup (Metro),Nijabara slide (Guwahati),"Noonmati, Guwahati",26.190389,91.809944,Earth,Slide,
365,AS/NC/83G04/2009-10/AS-6,Assam,Dima Hasao,Mahur-Wadringdisa slide, ,25.229556,93.1556,Debris,Slide,
366,ASM/NAG/83B08/2017/17,Assam,Nagaon,Amsoi-Amtrang road slide No.17,Amsoi- Amtrang road,26.105667,92.441,Rock cum Debris,Slide,
367,AS/DIH/83G08/2020/21,Assam,Dima Hasao, ,Data recorded from Hejaichak to Hangrum road,25.15,93.37,Debris,Slide,
368,AS/DIM/83G07/2017/13,Assam,Dima Hasao,Nkio-Prasadimdik slide No.3,Nkio-Prasadimdik road section.,25.443861,93.426222,Debris,Slide,
369,AS/DIM/83G07/2017/63,Assam,Dima Hasao,Digarkaro-Phaipha Slide No.1,Digarkaro-Phaipha road section.,25.332083,93.334639,Debris,Slide,
370,ASM/NAG/83B08/2017/16,Assam,Nagaon,Amsoi-Amtrang road slide No.16,Amsoi- Amtrang road,26.107667,92.44003,Debris,Slide,
371,AS/DIM/83G2/2015/02,Assam,Dima Hasao, ,"NH 54, about 2.5 km SEof Langlao Disa  (NC Hills)",25.65167,93.12083,Earth,Slide,
372,AS/KAR/83G05/2017/5,Assam,Karbi Anglong,Dilaiji,DilaijiMon Terang road,25.88494,93.45792,Soil,Slide,
373,AS/HKN/83D10/2020/10,Assam,Hailakandi,Purbanakshatila slide 2,Purbanakshatila,24.55,92.75,Debris,Slide,
374,ASM/WKA/83C09/2016/4,Assam,West Karbi Anglong,SW of Tiriphlang,"SH-19, Donkamokam-Hamren road",25.88692,92.61347,Debris,Slide,
375,AS/KAM/78O5/2020/3,Assam,Kamrup (Rural),Ukiam slide,Ukiam,25.84,91.35,Debris,Slide,
376,AS/DIM/83G07/2017/25,Assam,Dima Hasao,NE of Darangibra slide.,Approx. 3.5 km NE of Darangibra.,25.433903,93.328944,Debris,Slide,
377,AS/CHR/83D13/2020/4,Assam,Cachar,Guabari slide-2,Guabari (Naku nala),24.96,92.95,Debris,Slide,
378,ASM/DH/83G4/2016/13,Assam,Dima Hasao,Songpiang-1,"Songpiang village, Haflong",25.165639,93.025444,Debris,Slide,
379,AS/JOR/83J06/2020/8,Assam,Jorhat, ,Mariani-Chanki Rd,26.55,94.36,Earth,Slide,
380,AS/KAR/83G09/2017/19,Assam,Karbi Anglong,Nowgong2,Along Northeast Frontiers Railway line,25.84516,93.68408,Debris,Slide,
381,AS/DIM/83C16/2017/18,Assam,Dima Hasao,Bandarkhal3,NH54,25.060088,92.807089,Debris,Slide,
382,ASM/DH/83G4/2016/25,Assam,Dima Hasao,Mahadev Tila slide-2,Haflong town,25.155611,93.022222,Debris,Slide,
383,ASM/DH/83G4/2016/31,Assam,Dima Hasao,Haflong - Gunjung road section slide-02,Haflong - Gunjung road section,25.245972,93.028278,Rock cum Debris,Slide,
384,AS/DIM/83G07/2017/43,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.12,Kepre Tongikro Mongjang road section.,25.402333,93.407583,Soil,Slide,
385,ASM/HLKD/83D10/2016/58,Assam,Hailakandi,Terracherra Slide,Terracherra area,24.478972,92.682861,Debris,Slide,
386,AS/DIH/83G08/2020/6,Assam,Dima Hasao, , Chhota Laisong-Hegolo  road,25.24,93.27,Debris,Slide,
387,AS/DIH/83G08/2020/19,Assam,Dima Hasao, ,Data recorded from Hangrum to Songkai road,25.13,93.29,Debris,Slide,
388,AS/JOR/83J06/2020/18,Assam,Jorhat, ,Mariani-Chanki Rd,26.56,94.36,Earth,Slide,
389,AS/DIM/83G4/2015/46,Assam,Dima Hasao,Pangmol-2,Near Pangmol village,25.205,93.059,Earth,Slide,
390,AS/DIH/83G08/2020/24,Assam,Dima Hasao, ,Laisong Bazar to Hejaichak  road,25.22,93.32,Debris,Slide,
391,ASM/DH/83G4/2016/08,Assam,Dima Hasao,Khongsai slide- 2,"Khongsai village, Haflong",25.176917,93.026556,Earth,Slide,
392,ASM/DH/83G4/2016/33,Assam,Dima Hasao,Haflong - Gunjung road section slide-04,Haflong - Gunjung road section,25.238806,93.032194,Rock,Slide,
393,ASM/DH/83G4/2016/04,Assam,Dima Hasao,Mupa-Langting  RF Rock slide,"NH 54, Mupa - Langting Reserved Forest",25.417333,93.129083,Rock,Slide,
394,AS/DIM/83G2/2015/03,Assam,Dima Hasao, ,"NH 54, about 2km SE of Langlao Disa (NC Hills)",25.65792,93.11811,Debris,Slide,
395,ASM/DIM/83C10/2016/32,Assam,Dima Hasao,Lumsajor (Kopili Power house road),Kopili road,25.569,92.71653,Debris,Slide,
396,ASM/DH/83G4/2016/44,Assam,Dima Hasao,New Haflong R. S slide(3),New Haflong Railway Station,25.14525,93.029167,Debris,Slide,
397,ASM/NAG/83B08/2017/12,Assam,Nagaon,Amsoi-Amtrang road slide No.12,Amsoi- Amtrang road,26.101333,92.440556,Debris,Slide,
398,AS/DIM/83G4/2015/47,Assam,Dima Hasao,Riao,Near Riao village.,25.205,93.008,Earth,Slide,
399,AS/CHR/83D09/2020/6,Assam,Cachar,Narainchora slide-1,Narainchora,24.97,92.72,Debris,Slide,
400,AS/KAM/78N16/2015/72,Assam,Kamrup,Amchang TG-2,Amchang Tea Garden,26.159139,91.915583,Debris,Slide,
401,ASM/WKA/83B08/2017/28,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.25,Amsoi- Amtrang road,26.033556,92.468056,Debris,Slide,
402, ,Assam,Hailakandi,,,24.70656,92.65008,,,02.6.2020
403,ASM/DH/83G4/2016/09,Assam,Dima Hasao,Muolhoi /Gilgal,"Muolhoi /Gilgal village, Haflong",25.177028,93.020889,Earth,Slide,
404,AS/KAR/83G09/2017/8,Assam,Karbi Anglong,Hafjan Kidingpur3,DhansiriChiru Timung road,25.85189,93.56633,Debris,Slide,
405,AS/KAM/78N16/2015/115,Assam,Kamrup,Akashinagar-1,"Akashinagar, Jyotinagar, Nabagraha Hill",26.189306,91.787944,Debris,Slide,
406,AS/DIM/83C16/2017/41,Assam,Dima Hasao,Durbintola4,NH54,25.01856,92.77011,Debris,Slide,
407,AS/DIM/83C16/2017/04,Assam,Dima Hasao,Retzawl4,West of Retzawl,25.108806,92.975139,Debris,Slide,
408,AS/CHR/83C12/2020/7,Assam,Cachar,NH -27 slide 1,"NH-27(Old NH-54E, Silchar-Lumding road)",25.01,92.75,Debris,Slide,
409,AS/DIM/83G07/2017/53,Assam,Dima Hasao,Kepre-Koladisa-Prasadimdik  slide No.9,Kepre-Koladisa-Prasadimdik   road section,25.452278,93.394333,Soil,Slide,
410,AS/CAC/83C4/2016/75,Assam,Cachar,0.48 km N of Malidhar,NH44,25.032119,92.462636,Debris,Slide,
411,AS/DIH/83G08/2020/13,Assam,Dima Hasao, ,Hejaichak to Hangrum road,25.22,93.35,Debris,Slide,
412,AS/KAM/78N16/2015/83,Assam,Kamrup,Markdola-2,"Marakdola, near Aluminium production factory, Kamrup",26.0641,91.889136,Rock cum Debris,Slide,
413,AS/MOR/78N15/2015/108,Assam,Morigaon,Khatargaon,"Khatargaon, Bura Mayang Pahar, Morigaon",26.250333,91.976694,Debris,Slide,
414,AS/CHR/83D09/2020/7,Assam,Cachar,Naraichhora slide-2,Narainchora,24.97,92.72,Debris,Slide,
415,AS/DIH/83G08/2020/17,Assam,Dima Hasao, ,"Along Jenam river, Hangrum area",25.13,93.27,Debris,Slide,
416,ASM/DIM/83C15/2017/07,Assam,Dima Hasao,Dalmia cement plant slide.,"Dalmia cement plant, 16 kilo.",25.51402,92.765435,Debris cum earth,Slide,
417,ASM/DIM/83C15/2017/05,Assam,Dima Hasao,Vaitongsip,New Sangbar-Kobak Road,25.323731,92.80751,Earth,Slide,
418,AS/SON/83B09/2018/2,Assam,Sonitpur,Kamarilaka slide,Pogijuli area,26.93438,92.729,Debris,Slide,
419,AS/DIH/83G08/2020/39,Assam,Dima Hasao, ,"Along Jenam river, Laisong area",25.18,93.3,Rock,Slide,
420,AS/DIM/83C16/2017/01,Assam,Dima Hasao,Retzawl1,NH54,25.105414,92.972784,Debris,Slide,
421,ASM/DH/83G4/2016/32,Assam,Dima Hasao,Haflong - Gunjung road section slide-03,Haflong - Gunjung road section,25.23925,93.031528,Earth,Slide,
422,AS/DIM/83G4/2015/32,Assam,Dima Hasao,Nutan Leikul-5,Nutan Leikul.NH-54,25.135,93.04,Earth,Slide,
423,ASM/WKA/83C09/2016/1,Assam,West Karbi Anglong,Rohang Habal,"SH-19, Donkamokam-Hamren road",25.90653,92.65819,Debris cum earth,Slide,
424,AS/DIH/83G08/2020/30,Assam,Dima Hasao, ,Hangrum village,25.14,93.3,Debris,Slide,
425,AS/DIM/83C16/2017/19,Assam,Dima Hasao,Bandarkhal4,NH54,25.060944,92.80675,Debris,Slide,
426,AS/KAM/78N16/2014/04,Assam,Kamrup (Metro),Nabragraha,Chandmari Road,26.18867,91.76694,Earth,Flow,
427,ASM/WKA/83C09/2016/9,Assam,West Karbi Anglong,S of Baithalangso,"SH-18, Baithalangso-Tika road",25.96094,92.60122,Debris,Slide,
428,ASM/KMP/78N16/2017/05,Assam,Kamrup (Metro),Dakshin Saraniya-1,Ganpat Mandir road,26.17672,91.76525,Debris,Slide,
429,ASM/DIM/83C15/2017/12,Assam,Dima Hasao,Baigaon Slide,Near Baigaon village,25.434031,92.885056,Debris cum earth,Slide,
430,AS/DIM/83C16/2017/38,Assam,Dima Hasao,Durbintola1,NH54,25.041083,92.783111,Debris,Slide,
431,AS/SON/83F05/2018/4,Assam,Sonitpur,Dising River slide,Upper Dikalmukh,26.94755,93.257521,Debris,Slide,
432,AS/JOR/83J06/2020/10,Assam,Jorhat, ,Mariani-Chanki Rd,26.54,94.37,Earth,Slide,
433,AS/CHR/83D09/2020/3,Assam,Cachar,Bicrampore Slide -2,"Bicrampore Tea Estate, near BSF camp",24.96,92.7,Debris,Slide,
434,ASM/DH/83G4/2016/26,Assam,Dima Hasao,Haflong-Jatinga road section slide-01,Haflong  town,25.156583,93.019611,Rock cum Debris,Slide,
435,AS/DIM/83G4/2015/30,Assam,Dima Hasao,NutanLeikul-3,"Nutan.Leikul,NH-54",25.139,93.04,Earth,Slide,
436,AS/DIM/83G07/2017/48,Assam,Dima Hasao,Kepre-Koladisa-Prasadimdik  slide No.4,Kepre-Koladisa-Prasadimdik   road section,25.453611,93.371389,Debris,Slide,
437,ASM/WKA/83C09/2016/10,Assam,West Karbi Anglong,N of Langchar Terongaon,"SH-18, Baithalangso-Tika road",25.95381,92.60444,Debris,Slide,
438,ASM/DIM/83C15/2017/08,Assam,Dima Hasao,Amardisa Slide,Near  Amardisa  village,25.438723,92.912025,Earth,Slide,
439,ASM/DH/83G4/2016/14,Assam,Dima Hasao,Songpiang-2,"Songpiang village, Haflong",25.163444,93.023167,Debris,Slide,
440,ASM/DH/83G4/2016/19,Assam,Dima Hasao,Jatinga-2,"Jatinga, Haflong",25.134472,93.018972,Rock cum Debris,Slide,
441,AS/KAM/78N16/2008/B-3,Assam,Kamrup,Daksin Saraniya Slide, ,26.17806,91.76083, , ,
442,AS/DIM/83C16/2017/24,Assam,Dima Hasao,Bandarkhal8,NH54,25.049417,92.796722,Debris,Slide,
443,ASM/HLKD/83D10/2016/60,Assam,Hailakandi,Ramchandi (Koyabasti),Ramchandi area,24.515944,92.540889,Earth,Slide,
444,ASM/NAG/83B08/2017/35,Assam,Nagaon,Amsoi Nala slide,"Amsoi nala, Amsoi- Amtrang road",26.117417,92.438667,Rock cum Debris,Slide,
445,AS/CHR/83D05/2020/1,Assam,Cachar,Natanpur slide,Natanpur,25,92.43,Debris,Slide,
446,AS/NAG/83F02/2018/7,Assam,Nagaon,NH-37 slide-4,NH-37,26.57436,93.10647,Debris,Slide,
447,ASM/WKA/83B08/2017/21,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.18,"~1 Km North-East of Dolaigaon, Amsoi- Amtrang road",26.043583,92.440528,Debris,Slide,
448,AS/DIM/83G7/2017/6,Assam,Dima Hasao,Nchen-Ngaulong slide No.3,Nchen-Ngaulong road section.,25.309111,93.470694,Debris,Slide,
449,AS/DH/83G04/2018/004,Assam,Dima Hasao,Dautohaja Tunnel No. 3 slide.,"Between Phiding and Dautohaja Railway Station, NFR.",26.098167,91.881278,Debris,Slide,
450,AS/DIM/83G4/2015/52,Assam,Dima Hasao,Heuwangbram,"Near Heuwangbram ,NH-54",25.242,93.14,Earth,Slide,
451, ,Assam,Cachar,,,24.92097,93.07306,,,02.6.2020
452,AS/DIM/83G2/2015/09,Assam,Dima Hasao, ,"Manderdisa Daolapur 3, Dima Hasao",25.72561,93.13075,Debris,Slide,
453,AS/DIM/83G07/2017/62,Assam,Dima Hasao,Sengya Sambhudhan school slide No.3,Approx. 500 m south of sengya Sambhudhan school,25.436639,93.405917,Debris,Slide,
454,AS/CHR/83D13/2020/7,Assam,Cachar,Subong slide,Subong Tea Estate,24.95,92.8,Debris,Slide,
455,ASM/WKA/83B08/2017/23,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.20,"~1.5 Km North-East of Dolaigaon, Amsoi- Amtrang road",26.043722,92.441472,Debris,Slide,
456,ASM/WKA/83C09/2016/6,Assam,West Karbi Anglong,Hamren-2,"SH-18, Hamren road",25.85167,92.58089,Debris,Slide,
457,AS/KAR/83G09/2017/7,Assam,Karbi Anglong,Hafjan Kidingpur2,DhansiriChiru Timung road,25.85487,93.56583,Debris,Slide,
458,AS/DIH/83G08/2020/44,Assam,Dima Hasao, ,"Along Jenam river, Laisong area",25.19,93.3,Rock,Fall,
459,AS/DIM/83C16/2017/07,Assam,Dima Hasao,Retzawl6,Old HaflongSilchar road,25.10292,92.986883,Rock cum debris,Slide,
460,ASM/DH/83G4/2016/07,Assam,Dima Hasao,Haflong - Gunjung slide-1,Near  Gunjung village road section,25.205528,93.020139,Rock cum Debris,Slide,
461,AS/KAM/78N12/2015/68,Assam,Kamrup,Kalapahar,Paltan Bazar-Lakhra road,26.149444,91.748,Debris,Subsidence,
462,ASM/CCR/83H2/2016/66,Assam,Cachar,Khasiapunji slide,Khasiapunji village,24.645417,93.005361,Debris,Slide,
463,ASM/WKA/83B08/2017/29,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.26,Amsoi- Amtrang road,26.035278,92.470861,Debris,Slide,
464,AS/DIH/83G08/2020/42,Assam,Dima Hasao, ,"Along Jenam river, Laisong area",25.18,93.3,Debris,Slide,
465,AS/DIH/83G08/2020/2,Assam,Dima Hasao, ,Laisong bazar to Chhota Laisong road,25.22,93.29,Debris,Slide,
466,AS/KAR/83D06/2009-10/AS-2,Assam,Karimganj,Rongpur slide,Rongpur Village,24.710833,92.481167,Debris,Slide,
467,AS/KAR/83F10/2018/2,Assam,Karbi Anglong,Bogaramtakbi-Notungaon road slide,Bogaramtakbi-Notungaon road,26.59011,93.57466,Debris,Slide,
468,AS/DIM/83G4/2015/15,Assam,Dima Hasao,Silchar road,NH-54 near Jatinga,25.108,93.003,Earth,Slide,
469,ASM/WKA/83C09/2016/7,Assam,West Karbi Anglong,Padam Pukhuri,"W of Padam Pukhuri, SH-16",25.945,92.66358,Debris,Slide,
470,AS/DIM/83G07/2017/37,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.6,Kepre Tongikro Mongjang road section.,25.420806,93.371056,Rock,Fall,
471,AS/DIH/83G08/2020/41,Assam,Dima Hasao, ,"Along Jenam river, Laisong area",25.18,93.3,Debris,Slide,
472,AS/DIM/83G4/2015/33,Assam,Dima Hasao,Nutan Leikul-6,Nutan Leikul.NH-54,25.008,93.04,Earth,Slide,
473,AS/SON/83B09/2018/5,Assam,Sonitpur,Ringkangpur slide-1,Ringkangpur,26.93586,92.70441,Debris,Slide,
474,AS/KAM/83B4/2015/91,Assam,Kamrup, ,"Enroute to Barkasarong, Kamrup",26.077844,92.035022,Debris,Slide,
475,AS/DIM/83G07/2017/55,Assam,Dima Hasao,Daoblibdisa market slide No.1,Near Daoblibdisa market,25.4365,93.402333,Soil,Slide,
476,ASM/DH/83G4/2016/18,Assam,Dima Hasao,Jatinga-Haflong Road section-1,"Jatinga-Haflong Road section, Haflong",25.139611,93.019556,Rock cum Debris,Slide,
477,AS/CHR/83D14/2020/2,Assam,Cachar,Maniarkhal Slide,Maniarkhal Pt VII (Tea estate),24.56,92.94,Debris,Slide,
478,AS/DIH/83G08/2020/20,Assam,Dima Hasao, ,Below Hangrum village.,25.14,93.31,Debris,Slide,
479,ASM/DH/83G4/2016/41,Assam,Dima Hasao,Lower Haflong slide (Haflong - Gunjung road-12),"Haflong - Gunjung road section, Lower Haflong",25.188444,93.019667,Rock cum Debris,Slide,
480,AS/GOA/78J12/2018/1,Assam,Goalpara,Phophonga hill landslide,NH-37/Bolbola village,26.006,90.595,Rock cum debris,Slide,
481,AS/DH/83C16/2018/001,Assam,Dima Hasao,Bandarkhal landslide.,Between NFR Bridge No. 305 and Tunnel No. 19 (~2 km SW of Bandarkhal Railway Station).,26.11,94.76,Debris,Slide,
482,AS/DIM/83C16/2017/11,Assam,Dima Hasao,Kayang1,NH54,25.073228,92.814734,Debris,Slide,
483,AS/DIM/83G3/2015/60,Assam,Dima Hasao,Dehangi-2,Near Dehangi village,25.424,93,Earth,Slide,
484,AS/KAR/83G05/2017/4,Assam,Karbi Anglong,Kania Terongaon2,NH36,25.96256,93.46922,Soil cum debris,Slide,
485,AS/DIM/83G2/2015/01,Assam,Dima Hasao, ,"NH 54, about 2km SE of Langlao Disa (NC Hills)",25.65839,93.11808,Debris,Slide,
486,AS/DIM/83C16/2018/49,Assam,Dima Hasao,Durbintola5,NH53,25.019029,92.770549,Debris,Slide,
487,AS/DIM/83C16/2018/28,Assam,Cachar,Lalpani,NH53,24.813648,93.073009,Debris,Slide,
488,AS/KAM/78N16/2015/86,Assam,Kamrup,Langdong,"Langdong, Kamrup",26.077653,91.982292,Debris,Slide,
489,AS/DIM/83C16/2017/22,Assam,Dima Hasao,Bandarkhal7,NH54,25.049917,92.799667,Rock cum debris,Slide,
490,AS/DIM/83G4/2015/28,Assam,Dima Hasao,Nutan Leikul-1,"Nutan Leikul, NH-54",25.142,93.04,Earth,Slide,
491,AS/DIM/83C16/2017/35,Assam,Dima Hasao,Longrangajao slide.,Longrangajao village,25.12906,92.97418,Soil,Slide,
492,AS/KAR/83G05/2017/13,Assam,Karbi Anglong,Taralangso,DiphuLumding road,25.82522,93.4243,Soil cum debris,Slide,
493,AS/DIM/83G4/2015/26,Assam,Dima Hasao,Pura slide.,"NH-54,Near Pura village",25.155,93.073,Earth,Slide,
494,AS/KAM/78N16/2014/05,Assam,Kamrup (Metro),Karghuli,Chandmari Road,26.19622,91.76336,Earth,Flow,
495,AS/DIM/83G07/2017/39,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.8,Kepre Tongikro Mongjang road section.,25.417528,93.372528,Soil,Slide,
496,ASM/DH/83G4/2016/30,Assam,Dima Hasao,Gadhi Rojai Slide,Haflong  town,25.159333,93.017,Earth,Slide,
497,AS/KRJ/83D07/2020/1,Assam,Karimganj,Paglacherra slide,PaglacherraPunj,24.44,92.5,Rock,Slide,
498, ,Assam,Karimganj,,,24.78380556,92.45563889,,,First incidence occurred on 02.06.2020
499,AS/NAG/83F02/2018/3,Assam,Nagaon,Deosurgaon road slide.,Phulaguri,26.57411,93.09811,Debris,Slide,
500,ASM/WKA/83C09/2016/11,Assam,West Karbi Anglong,S of Ambinong-1,"SH-18, Hamren-Umpu road",25.82769,92.55658,Earth cum Rock,Slide,
501,ASM/DH/83G4/2016/27,Assam,Dima Hasao,Haflong-Jatinga road section slide-02,Haflong  town,25.156389,93.018389,Rock cum Debris,Slide,
502,AS/DIH/83G08/2020/15,Assam,Dima Hasao, ,Data recorded from Hejaichak to Hangrum road,25.17,93.36,Rock,Slide,
503,ASM/DH/83G4/2016/56,Assam,Dima Hasao,Nutan Lampur slide -2,"NH 54, near Nutan Lampur",25.274806,93.145556,Rock,Slide,
504,AS/CHR/83C12/2020/5,Assam,Cachar,New Jatinga slide,"NH-27(Old NH-54E, Silchar-Lumding road)",25.01,92.75,Debris,Slide,
505,ASM/NAG/83B08/2017/07,Assam,Nagaon,Amsoi-Amtrang road slide No.7,Amsoi- Amtrang road,26.10725,92.44,Rock cum Debris,Slide,
506,AS/DIM/83C16/2017/13,Assam,Dima Hasao,Paschim Bandarkhla1,West of Paschim Bandarkhal,25.061847,92.79345,Debris,Slide,
507,ASM/NAG/83B08/2017/08,Assam,Nagaon,Amsoi-Amtrang road slide No.8,Amsoi- Amtrang road,26.102333,92.4415,Rock cum Debris,Slide,
508,AS/DIM/83G07/2017/36,Assam,Dima Hasao,Dongki nala slide.,Kepre Tongikro Mongjang road section.,25.421333,93.370361,Debris,Slide,
509,AS/DIM/83G4/2015/61,Assam,Dima Hasao,Jenam Ghat road,"State Highway, 3 km before Jenam Ghat",25.003,93.164,Earth,Slide,
510,AS/KAM/78N16/2014/08,Assam,Kamrup (Metro),Lichubagan,"Hegrabari Road, near Ganeshguri, Guwahati.",26.15461,91.80086,Earth,Flow,
511,AS/DIM/83C16/2017/12,Assam,Dima Hasao,Bandarkhal1,NH54,25.063472,92.807796,Debris,Slide,
512,ASM/WKA/83B08/2017/19,Assam,West Karbi Anglong,Nellie-Umswai road slide No.2,Nellie - Umpanai-Umswai road,26.039361,92.273806,Rock cum Debris,Slide,
