lon,lat,elevation_m,slope_deg,aspect_deg,distance_to_stream_m,landcover_class,soil_erodibility_k,rusle_ls_factor,rusle_c_factor,rainfall_erosivity_r,soil_loss_tha_yr,label
93.632156,24.660825,544.59,33.484,161.965,106.421,30,0.124,15.727,0.05,932.614,91.553,1
94.170694,24.68625,915.784,25.993,77.846,59.032,30,0.128,11.66,0.05,803.24,59.745,1
93.59,24.17,1154.223,17.578,186.167,659.994,10,0.13,5.446,0.001,755.94,0.537,1
94.077222,25.417778,1524.137,38.132,287.519,326.013,50,0.123,13.799,0.01,881.96,15.014,1
94.528472,25.287361,1162.302,30.997,181.995,212.842,30,0.133,14.381,0.05,857.47,81.689,1
93.11,24.54,289.548,22.602,339.865,303.884,10,0.13,9.83,0.001,1445.365,1.851,1
94.198722,24.702722,1277.677,39.584,242.169,177.095,50,0.129,36.107,0.05,814.752,187.943,1
93.623694,24.641528,504.857,19.045,176.139,253.905,10,0.123,13.835,0.001,919.218,1.563,1
94.156667,24.528778,902.789,22.878,232.862,41.742,30,0.128,18.995,0.05,887.185,107.809,1
94.031956,25.448506,1738.569,26.701,188.683,696.599,10,0.121,18.691,0.001,1021.81,2.313,1
93.74,24.32,900.501,32.991,225.466,278.452,10,0.124,18.184,0.001,684.996,1.553,1
94.316806,25.027528,1202.017,24.192,76.88,83.483,10,0.13,20.473,0.001,792.014,2.105,1
94.556111,25.05125,1757.817,44.928,199.518,616.309,10,0.129,35.784,0.001,1022.204,4.704,1
94.017972,24.301528,1198.868,26.013,101.772,608.485,30,0.129,21.3,0.05,770.468,105.75,1
94.217917,24.71475,1566.624,37.706,130.114,527.995,30,0.127,21.149,0.05,819.563,109.729,1
94.552583,25.45475,1440.788,29.925,292.763,812.088,10,0.129,19.906,0.001,1057.66,2.729,1
93.47,24.14,867.46,37.347,30.682,480.483,10,0.131,17.793,0.001,743.387,1.725,1
94.338583,25.131917,1666.95,27.786,131.554,488.574,10,0.123,12.635,0.001,795.096,1.24,1
93.386806,24.768778,248.469,25.639,296.61,41.742,10,0.127,8.691,0.001,1455.181,1.611,1
93.319833,24.766556,195.615,20.01,182.789,147.579,10,0.127,16.091,0.001,1544.725,3.187,1
94.162444,24.957833,1086.952,27.793,248.363,236.127,10,0.128,14.864,0.001,653.962,1.235,1
94.457787,24.943258,1958.831,31.397,133.814,566.981,60,0.127,22.654,0.45,976.625,1267.966,1
