latitude,longitude,district,label,elevation,slope,curvature,distance_to_drainage,land_cover_class,landcover_bare_sparse_vegetation,landcover_built_up,landcover_cropland,landcover_grassland,landcover_tree_cover,landcover_water
25.169,93.156,Dima Hasao,1,953.5455322265625,8.197914123535156,-0.007795589976012707,374.19489966966046,cropland,0,0,1,0,0,0
24.97,92.76,Cachar,1,18.232946395874023,5.692221164703369,0.13365694880485535,40.58713544937278,tree_cover,0,0,0,0,1,0
25.405,93.372194,Dima Hasao,1,426.2817077636719,16.308515548706055,-0.4704475700855255,310.4318934857779,tree_cover,0,0,0,0,1,0
25.968083,92.3575,West Karbi Anglong,1,647.7509765625,27.228076934814453,0.7963802814483643,620.8637869715558,tree_cover,0,0,0,0,1,0
26.58,94.35,Jorhat,1,216.76412963867188,25.393962860107422,-0.29773300886154175,118.33081717743153,tree_cover,0,0,0,0,1,0
25.444306,93.423944,Dima Hasao,1,404.3117980957031,23.262971878051758,-1.0932203531265259,224.1497818459006,tree_cover,0,0,0,0,1,0
26.32685,93.267639,Karbi Anglong,1,314.55438232421875,14.497726440429688,-0.6509021520614624,57.398877410376805,tree_cover,0,0,0,0,1,0
26.110056,91.908944,Kamrup,1,95.88653564453125,31.719470977783203,-0.7533044815063477,548.3020065870597,tree_cover,0,0,0,0,1,0
25.21,93.25,Dima Hasao,1,1204.8399658203125,19.890213012695312,0.39760473370552063,270.7499632453624,tree_cover,0,0,0,0,1,0
25.108759,92.978048,Dima Hasao,1,437.2013244628906,21.252769470214844,1.1166293621063232,377.48218008902865,tree_cover,0,0,0,0,1,0
25.21,93.31,Dima Hasao,1,863.238525390625,22.24321746826172,0.5636686086654663,86.09831611556521,tree_cover,0,0,0,0,1,0
25.402472,93.390444,Dima Hasao,1,452.34320068359375,29.723501205444336,-1.139890193939209,224.1497818459006,tree_cover,0,0,0,0,1,0
26.9693,92.634,Sonitpur,1,132.1147918701172,17.09408187866211,-1.7075936794281006,28.699438705188403,bare_sparse_vegetation,1,0,0,0,0,0
25.204556,93.138889,Dima Hasao,1,601.681884765625,15.310137748718262,-0.33790770173072815,449.21727102622873,grassland,0,0,0,1,0,0
26.19025,91.806472,Kamrup,1,83.85252380371094,19.193450927734375,-1.3660808801651,57.398877410376805,built_up,0,1,0,0,0,0
26.55,94.36,Jorhat,1,172.2604522705078,11.188859939575195,0.4785025119781494,121.76140634811831,tree_cover,0,0,0,0,1,0
26.97013,92.63363,Sonitpur,1,138.41119384765625,15.151597023010254,0.05729610472917557,40.58713544937278,tree_cover,0,0,0,0,1,0
