lon,lat,elevation_m,slope_deg,aspect_deg,distance_to_stream_m,landcover_class,soil_erodibility_k,rusle_ls_factor,rusle_c_factor,rainfall_erosivity_r,soil_loss_tha_yr,label
95.735218,27.178695,868.504,46.726,353.969,213.11,10,0.121,29.135,0.001,1486.422,5.265,1
95.669825,27.116625,796.552,17.664,76.337,163.166,30,0.12,8.323,0.01,1498.946,15.072,1
94.700306,27.938056,895.585,35.096,202.914,118.721,60,0.126,29.646,0.45,1961.093,3297.784,1
96.34811,27.90475,897.87,26.177,167.829,420.672,10,0.125,11.511,0.001,2197.109,3.169,1
91.881194,27.589889,2761.8,21.705,55.684,397.709,10,0.127,15.108,0.05,1056.028,101.695,1
94.674582,28.427393,579.577,25.15,9.73,588.302,10,0.122,19.094,0.001,2766.771,6.418,1
95.80348,28.209018,944.934,25.564,143.949,195.879,10,0.118,11.186,0.01,2149.848,28.537,1
95.35234,26.87859,669.666,29.674,110.534,500.57,30,0.123,22.073,0.001,1342.913,3.638,1
93.705333,27.128972,144.946,9.504,151.85,39.574,60,0.126,4.234,0.05,1465.992,38.951,1
91.993444,27.576806,2635.095,21.888,17.566,312.856,50,0.127,18.103,0.01,974.609,22.489,1
95.459813,28.163322,409.632,25.395,149.881,413.159,10,0.122,13.05,0.001,2152.345,3.432,1
93.026361,27.357083,812.353,33.613,120.068,594.92,10,0.13,20.405,0.001,2091.075,5.614,1
94.715444,27.754806,379.154,23.432,296.133,158.294,10,0.123,7.623,0.01,1968.962,18.393,1
94.783139,27.847111,538.06,36.739,328.099,413.159,10,0.124,24.673,0.001,2037.228,6.245,1
91.861444,27.589417,2879.378,22.628,106.002,83.948,30,0.125,17.586,0.05,1077.183,118.303,1
95.965859,27.275542,444.674,21.411,163.75,489.497,10,0.121,6.821,0.05,1381.379,57.568,1
95.791016,28.297476,635.655,29.763,342.251,218.552,10,0.114,26.269,0.001,2181.027,6.539,1
95.789599,28.217204,957.222,25.973,257.703,428.053,10,0.117,11.403,0.001,2111.251,2.827,1
96.472541,28.080151,792.45,29.64,168.027,163.166,10,0.124,17.622,0.001,2279.713,4.98,1
95.807085,28.194651,796.352,34.076,27.554,576.199,10,0.119,15.708,0.001,2149.552,4.001,1
96.444466,27.449807,583.294,34.122,28.376,39.574,10,0.118,27.391,0.001,1506.781,4.827,1
95.721024,27.0611,994.832,38.753,302.225,495.064,10,0.123,28.154,0.001,1547.902,5.371,1
