lon,lat,elevation_m,slope_deg,aspect_deg,distance_to_stream_m,landcover_class,soil_erodibility_k,rusle_ls_factor,rusle_c_factor,rainfall_erosivity_r,soil_loss_tha_yr,label
94.641739,25.920367,1882.259,40.4,141.517,455.008,10,0.126,19.321,0.001,1079.734,2.623,1
94.795278,26.233444,1670.13,32.927,108.107,682.825,10,0.127,29.559,0.05,1402.181,262.517,1
94.97369,26.41931,690.514,28.174,338.577,105.459,10,0.123,24.613,0.001,1275.228,3.856,1
95.046111,26.441056,1612.892,33.985,163.823,390.23,30,0.127,22.996,0.001,1315.774,3.841,1
95.076444,26.812389,574.798,14.5,287.115,380.237,10,0.126,10.79,0.001,1287.52,1.746,1
94.05683,25.65778,1513.032,39.235,239.408,105.459,10,0.127,18.718,0.001,1536.823,3.663,1
94.09194,25.71281,1437.012,15.264,191.013,657.289,10,0.124,11.402,0.001,1413.132,1.997,1
94.650258,25.895111,2051.283,22.451,358.596,369.974,10,0.124,15.074,0.001,1078.606,2.02,1
94.95814,26.40653,670.846,29.984,278.508,0.0,10,0.126,26.5,0.001,1259.392,4.188,1
95.058194,26.239056,1210.857,32.863,220.497,170.549,30,0.128,18.037,0.001,1271.03,2.945,1
94.542753,26.033098,1638.028,35.869,180.194,184.987,10,0.127,32.588,0.001,1138.367,4.712,1
93.488956,25.287664,1417.756,42.251,283.927,29.249,10,0.126,26.741,0.001,881.468,2.944,1
94.361,25.624,1834.11,16.322,20.375,610.737,10,0.128,6.52,0.001,1047.341,0.87,1
94.182611,26.179,637.595,23.093,329.39,584.98,10,0.121,10.057,0.001,895.739,1.088,1
94.212861,25.881639,1404.786,32.36,147.545,592.247,10,0.125,19.878,0.001,947.341,2.354,1
94.602548,26.150578,1720.014,31.308,199.36,212.936,10,0.126,20.915,0.001,1262.025,3.315,1
94.6215,26.161639,1692.066,37.949,145.67,58.498,30,0.125,28.004,0.05,1273.571,222.404,1
94.816972,25.962689,1137.403,34.576,187.845,170.549,10,0.129,29.669,0.001,1156.863,4.43,1
94.768611,25.555056,1150.128,8.984,12.98,116.996,40,0.129,2.302,0.05,1340.991,19.847,1
94.503278,25.624639,899.415,36.308,123.176,409.486,30,0.131,22.668,0.05,942.818,140.276,1
94.108,25.662,1390.436,13.686,5.506,196.208,10,0.163,3.951,0.001,1827.143,1.314,1
94.215556,26.235278,405.523,9.918,215.842,0.0,10,0.125,6.634,0.001,932.967,0.771,1
94.104,25.665,1397.368,14.705,109.34,298.282,50,0.0,4.329,0.01,1770.852,0.0,1
95.020358,26.194406,1274.839,29.187,200.803,293.949,30,0.127,25.669,0.05,1224.215,200.069,1
94.249667,26.299889,1089.234,19.004,202.091,518.293,10,0.124,7.896,0.001,951.903,0.928,1
94.019194,26.129722,240.58,31.549,126.661,130.805,10,0.12,19.301,0.001,828.854,1.918,1
93.7,25.51,1196.796,37.809,315.094,471.626,10,0.123,21.136,0.001,1032.965,2.674,1
94.795519,25.834436,581.234,35.917,193.384,120.597,30,0.126,19.96,0.05,1030.832,129.633,1
